ReleaseDate,Movie,ProductionBudget,DomesticGross,WorldwideGross
2017-12-20,The Greatest Showman,84000000,173903757,428569184
2002-06-14,Scooby-Doo,84000000,153294164,276294164
2000-07-28,Nutty Professor II: The Klumps,84000000,123307945,166307945
2013-07-19,RED 2,84000000,53262560,137162560
2006-06-23,Click,82500000,137355633,237685089
2006-12-15,Charlotte's Web,82500000,82985708,143985708
2008-02-14,Jumper,82500000,80172128,222640812
2008-07-11,Hellboy II: The Golden Army,82500000,75986503,160388063
2005-05-27,The Longest Yard,82000000,158119460,191558505
2010-08-13,The Expendables,82000000,103068524,268268174
2000-11-17,The 6th Day,82000000,34543701,96024898
2003-05-23,Bruce Almighty,81000000,242704995,484468608
2012-03-23,The Hunger Games,80000000,408010692,677923379
2011-05-26,The Hangover Part II,80000000,254464305,586464305
1996-05-21,Mission: Impossible,80000000,180981886,457697994
2017-02-10,The Lego Batman Movie,80000000,175750384,310940997
2015-09-25,Hotel Transylvania 2,80000000,169700110,470751398
1992-06-18,Batman Returns,80000000,162833635,266824291
1999-05-07,The Mummy,80000000,155385488,416385488
2006-05-19,Over the Hedge,80000000,155019340,343397247
2002-06-21,Lilo & Stitch,80000000,145771527,245800000
1998-05-08,Deep Impact,80000000,140464664,349464664
2013-07-12,Grown Ups 2,80000000,133668525,247023808
2011-12-16,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,349088523
2008-06-20,Get Smart,80000000,130319208,226739416
2005-03-11,Robots,80000000,128200012,260700012
2010-02-19,Shutter Island,80000000,128012934,299461782
2003-12-12,Something's Gotta Give,80000000,124685242,266685242
2008-11-26,Four Christmases,80000000,120146040,168311558
1997-06-27,Face/Off,80000000,112276146,241200000
2008-12-25,Bedtime Stories,80000000,110101975,221468935
2002-07-12,Road to Perdition,80000000,104054514,183354514
2011-02-11,Just Go With It,80000000,103028109,214974953
2003-02-14,Daredevil,80000000,102543518,182782518
2008-09-26,Eagle Eye,80000000,101440743,178066569
1997-06-06,Con Air,80000000,101117573,224117573
2010-12-17,Yogi Bear,80000000,100246011,204774690
2003-12-25,Cold Mountain,80000000,95632614,165173909
2010-01-15,The Book of Eli,80000000,94835059,158750817
1997-11-26,Flubber,80000000,92993801,177993801
1999-07-23,The Haunting,80000000,91188905,180188905
1996-11-15,Space Jam,80000000,90463534,250200000
2014-10-17,Fury,80000000,85817906,210315681
2006-02-10,The Pink Panther,80000000,82226474,158926474
2011-07-08,Zookeeper,80000000,80360866,170805525
2008-12-12,The Day the Earth Stood Still,80000000,79366978,233066978
1997-08-08,Conspiracy Theory,80000000,76118990,142783718
1998-06-12,Six Days Seven Nights,80000000,74339294,164800000
2002-05-24,Spirit: Stallion of the Cimarron,80000000,73215310,106515310
2001-06-08,Swordfish,80000000,69772969,147080413
1998-04-03,Lost In Space,80000000,69117629,136047317
2004-07-30,The Manchurian Candidate,80000000,65948711,96148711
2006-11-22,Déjà Vu,80000000,64038616,181038616
2005-06-24,Bewitched,80000000,63313159,131159306
2000-01-01,Fantasia 2000 (IMAX),80000000,60507228,60507228
2002-03-08,The Time Machine,80000000,56684819,98983590
1998-10-02,What Dreams May Come,80000000,55485043,71485043
1998-12-25,Mighty Joe Young,80000000,50632037,50632037
2005-10-28,The Legend of Zorro,80000000,45575336,141475336
2000-11-10,Little Nicky,80000000,39442871,58270391
2009-09-25,Surrogates,80000000,38577772,119668350
2001-06-08,Evolution,80000000,38311134,98341932
2005-08-26,The Brothers Grimm,80000000,37899638,105299638
1996-12-13,Mars Attacks!,80000000,37771017,101371017
2006-04-14,The Wild,80000000,37384046,99010667
2013-12-20,Walking with Dinosaurs,80000000,36076121,130580730
2000-12-22,Thirteen Days,80000000,34566746,66554547
1996-12-06,Daylight,80000000,32908290,158908290
2015-10-23,The Last Witch Hunter,80000000,27367660,131234406
2014-02-21,Pompeii,80000000,23169033,108469033
2000-05-12,Battlefield Earth: A Saga of the Year 3000,80000000,21471685,29725663
2003-11-14,Looney Tunes: Back in Action,80000000,20950820,54540662
2009-12-18,Nine,80000000,19676965,53508858
2003-11-26,Timeline,80000000,19480739,26703184
2010-04-22,Oceans,80000000,19422319,86787530
1998-11-25,Babe: Pig in the City,80000000,18319860,69131860
1997-12-25,The Postman,80000000,17650704,20841123
2000-11-10,Red Planet,80000000,17480890,33463969
2007-01-12,Arthur et les Minimoys,80000000,15132763,113325743
2007-08-17,The Invasion,80000000,15074191,40147042
2000-06-16,Fantasia 2000 (Theatrical Release),80000000,9103630,9103630
2005-09-02,A Sound of Thunder,80000000,38091994,6300451
1994-06-15,The Lion King,79300000,422780140,987413217
2012-02-10,Journey 2: The Mysterious Island,79000000,103860290,318146162
2011-11-11,Jack and Jill,79000000,74158157,150519217
2001-12-21,A Beautiful Mind,78000000,170708996,317668058
2013-09-27,Cloudy with a Chance of Meatballs 2,78000000,119793567,274392649
2002-10-04,Red Dragon,78000000,92955420,206455420
2004-03-05,Hidalgo,78000000,67286731,108086731
2003-07-11,The League of Extraordinary Gentlemen,78000000,66465204,179265204
2004-08-20,Exorcist: The Beginning,78000000,41814863,43957541
2016-02-12,The Little Prince,77500000,44920176,103529508
2013-07-03,Despicable Me 2,76000000,368065385,975216835
2003-06-06,2 Fast 2 Furious,76000000,127120058,236410607
2006-12-25,Children of Men,76000000,35552383,69845011
2000-06-30,The Adventures of Rocky & Bullwinkle,76000000,26000610,35129610
2016-07-08,The Secret Life of Pets,75000000,368384330,886825206
1996-07-02,Independence Day,75000000,306169255,817400878
2016-12-21,Sing,75000000,270329045,635162817
2017-06-30,Despicable Me 3,75000000,264624300,1034542646
1997-05-22,The Lost World: Jurassic Park,75000000,229086679,618638999
2006-03-31,Ice Age: The Meltdown,75000000,195330621,651899282
2005-05-27,Madagascar,75000000,193595521,556559566
2010-06-25,Grown Ups,75000000,162001186,272223430
2004-10-01,Shark Tale,75000000,161412000,371917043
2000-07-14,X-Men,75000000,157299717,296872367
2008-06-27,Wanted,75000000,134508551,342416460
1996-06-07,The Rock,75000000,134069511,336069511
2004-02-13,50 First Dates,75000000,120776832,196320329
2007-07-20,Hairspray,75000000,118871849,203035572
2013-05-31,Now You See Me,75000000,117723989,342769200
2006-12-15,Dreamgirls,75000000,103365956,155708695
1999-07-23,Inspector Gadget,75000000,97387965,97387965
2011-11-11,Immortals,75000000,83504017,211562435
2004-06-18,The Terminal,75000000,77073959,218673959
2005-02-18,Constantine,75000000,75976178,221594911
2006-07-21,Monster House,75000000,73661010,141267370
2000-12-08,Vertical Limit,75000000,68473360,213500000
2007-12-21,Charlie Wilson's War,75000000,66661095,119512771
1999-04-16,Life,75000000,64062587,73521587
2005-03-04,Be Cool,75000000,55849401,94944017
2005-12-23,Munich,75000000,47379090,131492772
2010-06-04,Killers,75000000,47059963,95572749
2015-08-14,The Man From U.N.C.L.E.,75000000,45445109,105445109
2003-03-07,Tears of the Sun,75000000,43632458,85632458
2006-07-21,Lady in the Water,75000000,42285169,72785169
2004-12-17,Spanglish,75000000,42044321,54344321
2001-10-12,Bandits,75000000,41523271,71523271
1999-12-17,Anna and the King,75000000,39251128,39251128
1995-07-07,First Knight,75000000,37361412,127361412
2011-03-25,Sucker Punch,75000000,36392502,89758389
2005-03-11,Hostage,75000000,34636443,77636443
2016-10-28,Inferno,75000000,34343574,219561188
2003-06-13,Hollywood Homicide,75000000,30207785,50409753
2000-06-16,Titan A.E.,75000000,22751979,36751979
2004-12-17,Flight of the Phoenix,75000000,21009180,34009180
1998-10-23,Soldier,75000000,14623082,14623082
1999-01-15,Virus,75000000,14010690,30626690
2001-02-23,Monkeybone,75000000,82173024,5409517
2015-07-10,Minions,74000000,336045770,1167245366
2015-02-06,The SpongeBob Movie: Sponge Out of Water,74000000,162994032,311594032
2000-11-22,Unbreakable,73243106,94999143,248099143
2006-08-04,Talladega Nights: The Ballad of Ricky Bobby,73000000,148213377,162870525
2016-05-20,The Angry Birds Movie,73000000,107509366,352829528
1998-08-07,Snake Eyes,73000000,55591409,103891409
1998-02-13,Sphere,73000000,37068294,50168294
2007-07-27,The Simpsons Movie,72500000,183135014,527071022
2008-02-08,Fool's Gold,72500000,70231041,109362966
2009-07-31,Funny People,72500000,51855045,71880305
2007-09-28,The Kingdom,72500000,47467250,86509602
2001-06-22,Dr. Dolittle 2,72000000,112950721,176101721
1995-05-24,Braveheart,72000000,75545647,209045244
2005-11-04,Jarhead,72000000,62647540,96947540
2001-04-27,Driven,72000000,32616869,54616869
2001-12-21,The Majestic,72000000,27796042,37306334
2004-06-25,Two Brothers,72000000,19176754,62176754
2004-07-30,The Village,71682975,114197520,257641634
1998-06-26,Doctor Dolittle,71500000,144156605,294156605
2002-08-02,Signs,70702619,227969295,408269295
2004-05-19,Shrek 2,70000000,441226247,937008132
2006-06-09,Cars,70000000,244082982,461651246
2009-12-23,Alvin and the Chipmunks: The Squeakquel,70000000,219614612,443483213
1988-06-22,Who Framed Roger Rabbit?,70000000,154112492,351500000
1999-07-30,Runaway Bride,70000000,152257509,310138178
2002-08-09,xXx,70000000,141930000,267200000
1996-11-08,Ransom,70000000,136492681,308700000
2009-08-21,Inglourious Basterds,70000000,120774594,316915264
1991-12-11,Hook,70000000,119654823,300854823
1990-07-03,Die Hard 2,70000000,117323878,239814025
2003-08-08,S.W.A.T.,70000000,116877597,207154748
2017-11-10,Daddy’s Home 2,70000000,104029443,176154137
1999-11-19,Sleepy Hollow,70000000,101068340,207068340
2001-12-14,Vanilla Sky,70000000,100614858,202726605
1997-06-13,Hercules,70000000,99112101,250700000
2013-03-22,Olympus Has Fallen,70000000,98927592,150562164
2011-03-11,Battle: Los Angeles,70000000,83552429,213463976
2004-08-13,AVP: Alien Vs. Predator,70000000,80281096,172543519
2011-12-25,War Horse,70000000,79883359,156815529
2002-03-01,We Were Soldiers,70000000,78120196,114658262
2014-02-07,The Monuments Men,70000000,78031620,158702748
2016-09-23,Storks,70000000,72679278,174102281
1998-12-11,Star Trek: Insurrection,70000000,70187658,117800000
2003-12-10,Big Fish,70000000,66432867,123954323
1994-06-17,Wolf,70000000,65011757,131011757
2012-01-20,Underworld: Awakening,70000000,62321039,160379930
2017-09-22,The Lego Ninjago Movie,70000000,59281555,122780244
2014-10-10,Dracula Untold,70000000,55991880,220241723
2006-09-29,The Guardian,70000000,55011732,94973540
1989-08-09,The Abyss,70000000,54243125,54243125
2010-09-24,Wall Street 2: Money Never Sleeps,70000000,52474616,137431619
2011-01-14,The Dilemma,70000000,48475290,70546865
2005-12-25,Rumor Has It,70000000,42996140,88933562
1998-11-06,The Siege,70000000,40934175,116625798
2007-08-10,Stardust,70000000,38634938,137022245
2012-06-15,Rock of Ages,70000000,38518613,61031932
1997-10-08,Seven Years in Tibet,70000000,37945884,131445884
2004-09-17,Sky Captain and the World of Tomorrow,70000000,37760080,49730854
2002-11-01,I Spy,70000000,33561137,60279822
2002-06-07,Bad Company,70000000,30157016,69157016
2005-10-21,Doom,70000000,28212337,54612337
2016-01-29,The Finest Hours,70000000,27569558,49252761
2013-10-18,Escape Plan,70000000,25135965,103735965
2011-09-23,Killer Elite,70000000,25124986,65409046
1998-01-16,Hard Rain,70000000,19870567,19870567
2002-02-15,Hart's War,70000000,19076815,33076815
2002-02-08,Rollerball,70000000,18990542,25852508
2014-01-10,The Legend of Hercules,70000000,18848538,58953319
2002-09-20,Ballistic: Ecks vs. Sever,70000000,14294842,14294842
2001-08-10,Osmosis Jones,70000000,13596911,13596911
2014-05-09,Legends of Oz: Dorothy’s Return,70000000,8462347,20107933
2015-01-16,Blackhat,70000000,8005980,19665004
2006-03-31,Basic Instinct 2,70000000,127790864,35417162
2010-05-28,Agora,70000000,41339056,38992292
2010-07-09,Despicable Me,69000000,251513985,543495033
2010-07-30,Dinner for Schmucks,69000000,73026337,86796502
2010-06-30,The Twilight Saga: Eclipse,68000000,300531751,706102828
2002-05-31,The Sum of All Fears,68000000,118471320,193500000
2015-06-26,Ted 2,68000000,81476385,217214143
2001-07-13,The Score,68000000,71069884,113542091
2011-02-25,Hall Pass,68000000,45060734,87173475
1995-11-22,Money Train,68000000,35324232,77224232
2003-03-21,Dreamcatcher,68000000,33685268,75685268
1999-08-06,Mystery Men,68000000,29762011,33462011
1999-11-05,The Insider,68000000,28965197,60265197
2017-12-22,Downsizing,68000000,24449754,39210035
2012-03-02,Doctor Seuss' The Lorax,67500000,214030500,350976753
2008-10-10,Body of Lies,67500000,39394666,118556530
2012-06-22,Abraham Lincoln: Vampire Hunter,67500000,37519139,137489730
1996-09-20,Last Man Standing,67000000,18115927,18115927
2007-08-17,The Last Legion,67000000,45394877,25357771
1999-04-30,Entrapment,66000000,87707396,211700000
1998-06-19,The X Files: Fight the Future,66000000,83898313,189176423
2014-03-14,Need for Speed,66000000,43568507,194169619
1998-07-24,Saving Private Ryan,65000000,216335085,485035085
2000-12-15,What Women Want,65000000,182805123,374105123
2012-11-09,Lincoln,65000000,182207973,273346281
2002-03-15,Ice Age,65000000,176387405,386116343
1995-06-30,Apollo 13,65000000,172070496,334100000
1999-03-31,The Matrix,65000000,171479930,463517383
2012-12-25,Les Miserables,65000000,148809770,442169052
2002-11-01,The Santa Clause 2,65000000,139225854,172825854
1990-06-01,Total Recall,65000000,119394839,261400000
1998-12-18,You've Got Mail,65000000,115821495,250800000
2014-12-25,Unbroken,65000000,115637895,163527824
2015-06-05,Spy!,65000000,110825712,233125712
2010-11-05,Due Date,65000000,100539043,211739043
2008-07-25,Step Brothers,65000000,100468793,128468793
1995-12-15,Jumanji,65000000,100458310,262758310
1998-07-17,The Mask of Zorro,65000000,93828745,233700000
2000-08-04,Space Cowboys,65000000,90454043,128874043
2014-12-19,Annie,65000000,85911262,139840525
1993-05-28,Cliffhanger,65000000,84049211,2.55e+08
2016-08-12,Pete’s Dragon,65000000,76233151,137768975
1996-02-09,Broken Arrow,65000000,70645997,148345997
2006-08-09,World Trade Center,65000000,70278893,163295654
2000-07-07,The Kid,65000000,69688384,69688384
2003-12-19,Mona Lisa Smile,65000000,63803100,141205169
2012-05-16,The Dictator,65000000,59650222,180148897
1999-07-16,Eyes Wide Shut,65000000,55691208,104267443
2012-02-17,This Means War,65000000,54760791,156974557
2015-02-27,Focus,65000000,53862963,159062963
2004-12-08,Blade: Trinity,65000000,52397389,131353165
2012-11-21,Red Dawn,65000000,44806783,48164150
2006-12-22,We Are Marshall,65000000,43545364,43545364
2015-09-18,Everest,65000000,43482270,221835496
2012-09-14,Resident Evil: Retribution,65000000,42345531,238940997
1998-03-20,Primary Colors,65000000,39017984,39017984
1999-10-15,Fight Club,65000000,37030102,100851705
2008-08-22,Death Race,65000000,36316032,72516819
1996-10-11,The Long Kiss Goodnight,65000000,33447612,33447612
2000-12-08,Proof of Life,65000000,32598931,62761005
2005-11-11,Zathura,65000000,28045540,58545540
2003-11-26,The Missing,65000000,26900336,38253433
2005-01-14,Elektra,65000000,24409722,56824633
2009-10-23,Astro Boy,65000000,19551067,41636243
2014-01-24,I Frankenstein,65000000,19075290,74575290
1991-05-24,Hudson Hawk,65000000,17218916,17218916
2014-08-22,Sin City: A Dame to Kill For,65000000,13757804,39499349
2016-12-25,Live by Night,65000000,10378555,21778555
2000-10-27,Lucky Numbers,65000000,10014234,10014234
2005-09-23,Oliver Twist,65000000,114688763,26670920
2015-09-04,Tian jiang xiong shi,65000000,67715277,122519874
2006-07-14,Little Man,64000000,58636047,101636047
1999-10-08,Random Hearts,64000000,31054924,63200000
2006-12-27,Perfume: The Story of a Murderer,63700000,37480889,133603463
1993-06-11,Jurassic Park,63000000,395708305,1038812584
2002-07-25,Austin Powers in Goldmember,63000000,213117789,296338663
2011-04-01,Hop,63000000,108085305,188657593
1994-06-24,Wyatt Earp,63000000,25052000,25052000
1994-08-03,Clear and Present Danger,62000000,122012656,207500000
2000-04-21,U-571,62000000,77086030,127630030
1995-11-17,The American President,62000000,60022813,107822813
2015-12-25,The Hateful Eight,62000000,54117416,145443360
2008-06-20,The Love Guru,62000000,32235793,40159017
2001-02-23,3000 Miles to Graceland,62000000,15738632,18708848
2014-10-03,Gone Girl,61000000,167767189,368567189
2007-03-30,Blades of Glory,61000000,118594548,145594548
2015-09-18,Maze Runner: The Scorch Trials,61000000,81697192,310697192
2013-08-02,2 Guns,61000000,75612460,132493015
2016-02-19,Mei Ren Yu,60720000,21269958,552198479
2004-12-22,Meet the Fockers,60000000,279167575,516567575
2014-02-07,The Lego Movie,60000000,257784718,457729388
